Fid,Timestamp,Source_IP_Address,Destination_IP_Address,Source_Port,Destination_Port,Protocol,Packet_Length,Packet_Type,Traffic_Type,Payload_Data,Malware_Indicators,Anomaly_Scores,Alerts_Warnings,Attack_Type,Attack_Signature,Action_Taken,Severity_Level,Device_Information,Network_Segment,Geo_City_location_Data,Proxy_Information,Firewall_Logs,IDS_IPS_Alerts,Log_Source
10.42.0.211-104.192.110.245-33407-80-6,14-08-23 12:04,142.93.207.111,42.159.102.87,57371,56319,TCP,428,Data,FTP,"Ea sapiente itaque ipsum odit animi. Voluptas inventore rem optio.
Totam possimus recusandae nisi ea perferendis occaecati cumque. Quaerat enim distinctio numquam.",NA,52.31,Alert Triggered,DDoS,Known Pattern A,Ignored,High,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_5 rv:5.0; ps-AF) AppleWebKit/535.40.7 (KHTML, like Gecko) Version/5.1 Safari/535.40.7",Segment C,"Solapur, Uttarakhand",9.144.112.113,Log Data,Alert Data,Firewall
10.42.0.211-23.206.166.66-38517-80-6,31-10-21 12:47,150.35.155.198,219.134.241.7,12611,56424,ICMP,1131,Data,HTTP,"Molestiae beatae doloremque laborum aut maiores sit illum. Placeat accusamus nemo quibusdam error accusantium voluptate.
Eos distinctio ullam quae dolor dolorem.",NA,52.52,Alert Triggered,Intrusion,Known Pattern B,Logged,Low,"Mozilla/5.0 (Linux; Android 2.3.3) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.866.0 Safari/535.1",Segment C,"Vasai-Virar, Rajasthan",NA,NA,NA,Server
172.217.6.206-10.42.0.151-443-56329-6,12-07-23 18:28,180.223.249.120,172.150.113.157,20147,38743,UDP,984,Control,DNS,"Ea enim cupiditate dicta illum. Sequi ex velit. Reiciendis odit autem nemo tempora est debitis.
Quis amet autem modi magni at deleniti odit. Tempora ut id aliquid at laborum.",IoC Detected,88.34,Alert Triggered,Malware,Known Pattern B,Ignored,Low,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/532.13.5 (KHTML, like Gecko) Version/5.0 Safari/532.13.5",Segment B,"Shimla, Madhya Pradesh",NA,Log Data,Alert Data,Server
180.76.171.199-10.42.0.42-80-34882-6,19-06-22 10:41,86.40.177.155,95.152.193.234,62691,35855,ICMP,1333,Data,FTP,"Doloribus vero culpa deserunt alias dolores veniam. Consequatur pariatur repellat dolor accusantium.
Nobis esse facilis possimus dolores quis. Sapiente vero pariatur ut quia.",IoC Detected,95.7,Alert Triggered,Intrusion,Known Pattern A,Logged,Low,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/4.0),Segment A,"Visakhapatnam, Himachal Pradesh",NA,NA,Alert Data,Firewall
180.163.15.184-10.42.0.151-80-38785-6,20-04-20 14:32,60.211.226.12,22.206.134.117,13962,45307,UDP,1329,Control,HTTP,Vel unde adipisci vel officiis. Reprehenderit earum non. Unde eius provident dolorum vitae natus eaque aliquid. Vitae reiciendis non molestias molestias.,IoC Detected,15.62,Alert Triggered,Intrusion,Known Pattern A,Blocked,Low,Opera/9.85.(X11; Linux i686; hak-TW) Presto/2.9.173 Version/10.00,Segment A,"Panchkula, Tripura",179.3.165.179,NA,Alert Data,Server
10.42.0.151-10.42.0.1-30070-53-17,25-12-22 14:05,211.13.91.163,7.70.162.130,28852,57333,UDP,881,Data,DNS,"Aspernatur quam magni.
Quo laudantium nemo soluta illo perferendis. Incidunt adipisci suscipit suscipit fugiat.",NA,70.68,Alert Triggered,DDoS,Known Pattern B,Blocked,Medium,Mozilla/5.0 (Android 2.3.4; Mobile; rv:53.0) Gecko/53.0 Firefox/53.0,Segment B,"Bidhannagar, Nagaland",18.185.200.151,NA,Alert Data,Firewall
183.79.248.252-10.42.0.211-443-55981-6,10-09-20 5:24,176.148.168.140,81.205.168.21,46638,17564,ICMP,949,Data,FTP,"Libero adipisci recusandae eligendi iusto. Dignissimos magnam rerum. At ea molestias molestiae.
Nulla voluptatem autem cum molestias enim. Occaecati sit officia mollitia nisi.
Ipsa nisi laborum.",NA,82.22,Alert Triggered,Intrusion,Known Pattern B,Blocked,Medium,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_0) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/30.0.804.0 Safari/531.0",Segment B,"Nandyal, Haryana",NA,Log Data,Alert Data,Server
172.217.6.195-10.42.0.151-443-48302-6,29-08-20 14:39,214.237.176.134,5.226.168.34,7346,28261,ICMP,1196,Control,FTP,"Dicta error molestiae corporis modi. Quaerat natus distinctio et. Eos a sunt perspiciatis.
Reprehenderit quo vel aliquam eos fugiat. Non temporibus dicta reiciendis dolor deserunt dolore consectetur.",IoC Detected,42.01,Alert Triggered,Malware,Known Pattern A,Logged,Medium,Opera/8.42.(X11; Linux x86_64; yi-US) Presto/2.9.182 Version/11.00,Segment C,"Udupi, Karnataka",NA,NA,NA,Firewall
180.149.136.194-10.42.0.42-80-46056-6,19-07-21 22:50,3.112.227.219,214.52.61.5,2363,51149,TCP,773,Data,HTTP,Tempora laudantium odit id ratione doloremque explicabo nemo. Iusto consequatur rerum unde error. Qui sed minima a maxime consequuntur.,IoC Detected,70.08,Alert Triggered,Intrusion,Known Pattern B,Blocked,Medium,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) CriOS/17.0.885.0 Mobile/07R078 Safari/535.0",Segment B,"Karawal Nagar, Assam",NA,NA,NA,Firewall
151.101.1.140-10.42.0.211-443-38146-6,15-10-20 3:01,42.164.208.37,78.194.114.22,13485,26596,ICMP,582,Data,DNS,Tempore minus assumenda tenetur. Excepturi dolore dolorum aliquam delectus. Error qui perferendis cupiditate dicta.,IoC Detected,47.08,Alert Triggered,Malware,Known Pattern A,Blocked,High,Mozilla/5.0 (Android 4.0.1; Mobile; rv:31.0) Gecko/31.0 Firefox/31.0,Segment A,"Nashik, Punjab",121.69.198.7,NA,NA,Server
202.77.129.230-10.42.0.42-80-38870-6,08-01-20 9:57,37.228.106.85,216.175.60.118,40649,33838,UDP,1104,Control,HTTP,Iste nihil sint earum est sit. Ducimus vitae unde. Fugiat tempore est placeat aspernatur.,NA,31.59,Alert Triggered,Intrusion,Known Pattern B,Ignored,High,Opera/8.41.(X11; Linux x86_64; ne-NP) Presto/2.9.172 Version/12.00,Segment B,"Danapur, West Bengal",63.190.33.202,Log Data,NA,Firewall
10.42.0.151-23.67.1.79-50402-443-6,16-04-20 23:49,28.35.15.132,108.178.64.109,43920,15850,TCP,751,Data,HTTP,"Quidem deleniti omnis similique amet ratione.
Optio atque suscipit quod consectetur eaque deleniti unde. Ipsa ea delectus dolor cum a.",NA,71.31,Alert Triggered,Intrusion,Known Pattern B,Ignored,Low,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/532.14.1 (KHTML, like Gecko) Version/5.0 Safari/532.14.1",Segment A,"Yamunanagar, Goa",194.25.253.237,NA,Alert Data,Server
10.42.0.1-10.42.0.42-53-48607-17,23-09-22 21:02,102.22.36.32,5.235.52.163,9639,62125,ICMP,1412,Data,HTTP,Assumenda facere ipsa eum eligendi sequi sed dolorum. Assumenda voluptate labore distinctio quisquam placeat maxime.,IoC Detected,36.13,Alert Triggered,Malware,Known Pattern B,Logged,Medium,Opera/8.54.(Windows 98; gv-GB) Presto/2.9.176 Version/10.00,Segment A,"Nashik, Haryana",NA,NA,Alert Data,Firewall
10.42.0.211-103.235.46.211-44615-443-6,26-09-20 11:40,208.29.252.154,98.123.182.187,56244,5322,TCP,729,Data,FTP,"Ad veritatis impedit autem ex totam dignissimos quod. Possimus ut et expedita.
Impedit tempora dignissimos. Reprehenderit deserunt numquam.",IoC Detected,53.81,Alert Triggered,Malware,Known Pattern A,Logged,High,Opera/9.59.(X11; Linux x86_64; sk-SK) Presto/2.9.170 Version/11.00,Segment A,"Tirupati, Tamil Nadu",21.240.99.112,Log Data,Alert Data,Firewall
180.76.148.65-10.42.0.42-80-51286-6,04-07-20 19:38,216.228.176.87,223.82.197.137,30449,16425,ICMP,685,Control,HTTP,"Reprehenderit ducimus doloremque sunt dolor iste. Tenetur aut id soluta rem odio error non.
Earum vel molestias dignissimos mollitia.",IoC Detected,27.01,Alert Triggered,Malware,Known Pattern A,Ignored,Medium,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_3 rv:3.0; hy-AM) AppleWebKit/535.43.7 (KHTML, like Gecko) Version/5.0.5 Safari/535.43.7",Segment A,"Begusarai, Manipur",NA,NA,NA,Firewall
209.10.120.26-10.42.0.211-80-42030-6,10-04-22 12:39,47.195.122.186,52.89.10.12,4291,41719,ICMP,527,Control,HTTP,Voluptate distinctio fugiat eligendi. Molestias reprehenderit animi pariatur vel nulla. Eaque autem quibusdam.,IoC Detected,40.19,Alert Triggered,Intrusion,Known Pattern A,Ignored,Medium,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_6 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) FxiOS/16.2p5273.0 Mobile/71B661 Safari/533.2",Segment C,"Kochi, Andhra Pradesh",NA,NA,Alert Data,Firewall
172.217.5.227-10.42.0.211-80-45276-6,03-05-22 8:16,72.235.181.101,138.154.57.93,23663,58051,ICMP,1421,Control,HTTP,Magni sunt ad sunt distinctio aliquam aliquam. Nostrum ea sint labore voluptatem quos aliquid. Esse et inventore perferendis assumenda quis praesentium.,IoC Detected,89.14,Alert Triggered,Intrusion,Known Pattern A,Logged,Medium,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_3 rv:4.0; es-CO) AppleWebKit/534.12.6 (KHTML, like Gecko) Version/5.0.4 Safari/534.12.6",Segment B,"Chennai, Punjab",NA,NA,Alert Data,Firewall
10.42.0.211-74.6.105.13-38579-443-6,19-06-20 0:08,160.149.71.138,140.61.203.152,50825,47215,UDP,1024,Data,DNS,"Incidunt suscipit placeat eum sunt nulla assumenda. Sunt tempore unde veniam assumenda autem molestiae.
Suscipit laudantium porro.",NA,66.24,Alert Triggered,DDoS,Known Pattern B,Logged,High,"Mozilla/5.0 (Windows 98) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/39.0.856.0 Safari/533.0",Segment A,"Pondicherry, Uttarakhand",38.181.219.105,NA,NA,Firewall
172.217.10.142-10.42.0.151-443-37982-6,09-02-21 19:30,44.4.230.208,219.0.250.63,31810,20897,ICMP,352,Data,FTP,Quas ad ipsum. Fugiat deleniti harum possimus. Nesciunt harum commodi id in doloremque.,NA,3.45,Alert Triggered,Malware,Known Pattern A,Blocked,Medium,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Trident/5.0),Segment C,"Nagercoil, Andhra Pradesh",111.245.52.165,NA,Alert Data,Server
172.217.10.110-10.42.0.151-443-41101-6,12-09-23 16:55,222.76.141.159,27.81.98.206,29172,1164,UDP,1083,Control,HTTP,Accusamus ipsum ratione quod ullam autem nulla. Corrupti numquam illum nam assumenda quod.,NA,80.64,Alert Triggered,Malware,Known Pattern A,Logged,Low,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; ka-GE) AppleWebKit/531.6.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6531.6.4",Segment A,"Ratlam, Arunachal Pradesh",NA,NA,NA,Firewall
192.229.173.173-10.42.0.211-80-51975-6,27-11-22 0:08,74.19.30.57,41.74.9.152,4649,43896,TCP,740,Data,HTTP,Quo quaerat quia ut. Reiciendis repellendus atque quibusdam ea fugiat cumque. Quam quaerat maxime dolorum quibusdam beatae.,IoC Detected,4.78,Alert Triggered,Malware,Known Pattern A,Logged,High,Opera/8.51.(Windows NT 6.2; sw-TZ) Presto/2.9.168 Version/10.00,Segment B,"Sasaram, Kerala",NA,Log Data,Alert Data,Firewall
202.77.129.146-10.42.0.211-80-42932-6,24-06-21 22:55,193.116.220.53,41.72.171.242,2361,32020,UDP,790,Control,FTP,"Culpa quibusdam dolorem iure. Amet saepe facere eos. Ab numquam voluptates excepturi corrupti dolor mollitia consequatur.
Nostrum aliquid maxime voluptas reiciendis porro. Ullam error nihil.",NA,51.43,Alert Triggered,Malware,Known Pattern B,Blocked,Low,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/47.0.832.0 Safari/533.2",Segment A,"Anantapur, Nagaland",NA,NA,Alert Data,Server
172.217.6.202-10.42.0.42-443-58793-6,27-11-21 22:52,118.133.55.212,203.79.31.22,24819,17455,TCP,1493,Control,HTTP,"Fugiat amet molestiae quidem nesciunt sed. Laboriosam fuga esse adipisci repudiandae tempora voluptas.
Officiis nam officiis molestiae nulla illum. Unde assumenda aliquam nam laborum ratione.",IoC Detected,39.31,Alert Triggered,Malware,Known Pattern A,Blocked,Medium,Mozilla/5.0 (Windows NT 6.1; ne-NP; rv:1.9.0.20) Gecko/7979-12-10 22:41:06 Firefox/3.8,Segment C,"Pali, Goa",NA,Log Data,NA,Firewall
10.42.0.211-10.42.0.1-1662-53-17,04-03-20 0:55,23.127.163.108,139.233.51.6,51256,30613,ICMP,600,Control,DNS,"Nulla eaque quo velit alias adipisci ea facere. Debitis fugiat sequi.
Temporibus sequi distinctio minus ab voluptatem vel. Modi adipisci similique pariatur ipsam iure.",IoC Detected,19.78,Alert Triggered,DDoS,Known Pattern A,Ignored,Low,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/55.0.875.0 Safari/533.0",Segment B,"Ichalkaranji, Assam",104.254.251.78,NA,Alert Data,Firewall
172.217.9.238-10.42.0.211-443-46544-6,20-06-22 5:07,147.25.238.96,187.225.139.184,9006,41692,TCP,1312,Data,HTTP,Beatae suscipit reprehenderit sequi exercitationem accusamus officia. Architecto quia esse vero ullam dolorem. Corrupti atque dolorem dicta.,NA,36.2,Alert Triggered,Malware,Known Pattern B,Logged,High,"Mozilla/5.0 (Linux; Android 4.1.1) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/13.0.832.0 Safari/531.0",Segment C,"Faridabad, Odisha",NA,NA,NA,Firewall
10.42.0.211-36.110.210.167-57240-80-6,17-10-21 14:58,147.38.64.234,206.100.39.166,10950,39364,UDP,1467,Data,DNS,Repellendus amet dolorem incidunt expedita voluptate facere. Aliquam maiores debitis reiciendis assumenda eveniet tempore a. Blanditiis odit repudiandae dolorem.,IoC Detected,5.27,Alert Triggered,DDoS,Known Pattern B,Blocked,High,Opera/9.60.(X11; Linux x86_64; uk-UA) Presto/2.9.168 Version/11.00,Segment B,"Kumbakonam, Meghalaya",9.35.135.5,NA,Alert Data,Server
8.0.6.4-8.6.0.1-0-0-0,05-01-20 14:09,24.28.135.236,81.230.104.139,29167,18958,UDP,491,Control,DNS,Sequi occaecati similique impedit rerum alias. Illum hic reiciendis dignissimos accusamus reiciendis asperiores.,NA,1.45,Alert Triggered,Malware,Known Pattern A,Logged,Low,Opera/8.37.(X11; Linux i686; sv-SE) Presto/2.9.164 Version/12.00,Segment C,"Bidar, Himachal Pradesh",32.180.195.145,NA,NA,Firewall
10.42.0.211-10.42.0.1-62004-53-17,24-07-20 8:06,79.126.96.19,42.13.34.108,6455,4512,UDP,572,Control,DNS,"Assumenda provident quae quod ad qui voluptate.
Fuga illo laudantium tenetur eos debitis. Nisi deserunt quod distinctio nihil impedit. Harum odit magni officia suscipit sequi placeat.",NA,48.98,Alert Triggered,Intrusion,Known Pattern B,Ignored,High,Mozilla/5.0 (compatible; MSIE 5.0; Windows CE; Trident/5.0),Segment B,"Narasaraopet, Chhattisgarh",63.176.180.178,Log Data,NA,Firewall
180.149.153.234-10.42.0.211-80-52502-6,11-01-21 1:57,86.79.202.219,185.165.252.131,31748,50439,TCP,149,Data,FTP,"Dolorem perferendis quo. Minus non non nihil placeat non aliquid minus.
Velit vel iure ducimus. Vero odit culpa quos exercitationem.",NA,96.61,Alert Triggered,Malware,Known Pattern A,Logged,High,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/47.0.825.0 Safari/532.1",Segment A,"Aligarh, Haryana",115.165.110.79,Log Data,NA,Server
10.42.0.151-66.102.255.50-46487-443-6,21-03-20 7:06,195.7.190.72,73.90.100.138,46051,6128,ICMP,860,Control,FTP,Ad quo temporibus pariatur excepturi laboriosam. Fuga aspernatur unde libero reiciendis laboriosam.,NA,97.29,Alert Triggered,Intrusion,Known Pattern B,Logged,High,Opera/9.45.(X11; Linux i686; cmn-TW) Presto/2.9.165 Version/10.00,Segment C,"Tinsukia, Himachal Pradesh",NA,Log Data,Alert Data,Server
205.204.101.47-10.42.0.211-80-41456-6,06-04-23 2:30,97.53.110.133,23.138.121.185,52546,36499,TCP,150,Data,DNS,"Nemo aut commodi cupiditate libero harum. Labore voluptatem voluptatibus. Alias veritatis aut illum placeat.
Nisi nostrum voluptatem molestiae. Assumenda voluptatum veritatis officiis iste libero.",NA,99.27,Alert Triggered,Malware,Known Pattern B,Logged,Medium,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_7; rv:1.9.6.20) Gecko/2269-05-28 21:48:52 Firefox/3.6.8,Segment C,"Gandhinagar, Mizoram",184.130.14.81,Log Data,NA,Firewall
10.42.0.151-72.21.206.121-56989-443-6,02-05-21 0:43,160.133.92.128,158.39.126.121,59641,10252,UDP,784,Data,HTTP,Nemo ipsa est laboriosam. Vero minus corrupti perferendis exercitationem dolorum quisquam. Placeat corrupti nostrum fugit.,IoC Detected,22.95,Alert Triggered,Malware,Known Pattern A,Ignored,High,Opera/8.59.(Windows NT 6.0; sl-SI) Presto/2.9.162 Version/10.00,Segment C,"Patiala, West Bengal",167.211.221.91,Log Data,Alert Data,Server
10.42.0.42-104.193.88.109-49669-80-6,11-03-22 16:33,26.155.103.160,188.151.235.185,47594,33596,UDP,977,Control,HTTP,Similique nostrum corrupti sunt consectetur. Saepe molestias officiis eos voluptates dolorem. Sequi consectetur quam repudiandae excepturi numquam quisquam. Eum soluta neque debitis cum sunt.,NA,46.97,Alert Triggered,Malware,Known Pattern A,Ignored,Medium,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) FxiOS/13.0o8484.0 Mobile/85V763 Safari/532.0",Segment A,"Korba, Chhattisgarh",148.165.207.129,NA,NA,Server
10.42.0.211-10.42.0.1-54664-53-17,08-06-23 20:18,37.249.19.2,121.78.68.23,28090,12737,ICMP,471,Data,HTTP,"Beatae aut optio a doloremque. Similique fuga delectus ipsam.
Delectus qui porro.",NA,1.84,Alert Triggered,Malware,Known Pattern B,Ignored,High,Mozilla/5.0 (Windows NT 6.1; zu-ZA; rv:1.9.2.20) Gecko/5621-11-21 05:55:04 Firefox/3.6.8,Segment B,"Latur, Gujarat",NA,Log Data,NA,Server
172.217.12.193-10.42.0.151-443-35830-6,03-12-21 12:06,131.126.144.227,164.39.194.251,32346,16929,TCP,491,Data,HTTP,"Iste laudantium aliquam. Quasi consectetur non veritatis odit. Deserunt earum ex quidem.
Voluptatibus vel molestiae dignissimos commodi dolores maiores. Itaque blanditiis illo at consequatur.",IoC Detected,69.32,Alert Triggered,Malware,Known Pattern B,Logged,Medium,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_6; rv:1.9.6.20) Gecko/5547-12-07 20:40:23 Firefox/3.6.3,Segment B,"Raebareli, Uttar Pradesh",NA,NA,NA,Server
10.42.0.151-23.217.155.120-34072-80-6,31-08-22 20:01,15.122.250.204,28.124.91.183,1295,14479,ICMP,928,Control,DNS,Quos cumque officiis officiis. Voluptatem quidem ipsum eaque qui ducimus. Veniam velit dicta veniam repellat totam quo.,NA,87.6,Alert Triggered,DDoS,Known Pattern A,Blocked,Low,"Mozilla/5.0 (Linux; Android 4.4.2) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/35.0.809.0 Safari/536.1",Segment B,"Ballia, Haryana",NA,NA,NA,Server
172.217.10.99-10.42.0.151-443-58103-6,11-06-21 6:22,179.75.44.134,104.122.235.80,13668,61206,TCP,973,Data,DNS,Deserunt quis libero voluptate. Autem reiciendis earum maiores cumque. Libero unde quaerat incidunt pariatur. Excepturi voluptates similique aut aliquam illo suscipit.,IoC Detected,11.87,Alert Triggered,Intrusion,Known Pattern A,Logged,High,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 4.0; Trident/3.0),Segment B,"Chapra, Madhya Pradesh",143.90.72.216,NA,NA,Firewall
8.0.6.4-8.6.0.1-0-0-0,19-07-20 20:30,189.201.58.46,61.241.79.191,52039,32916,TCP,211,Control,DNS,"Fugit architecto qui illum commodi dicta.
Ullam suscipit corporis magnam. Vero totam repellat.
Libero deleniti commodi deserunt asperiores.",NA,96.62,Alert Triggered,DDoS,Known Pattern A,Ignored,Medium,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.1; Trident/5.1),Segment C,"Buxar, Manipur",NA,Log Data,NA,Server
172.217.6.193-10.42.0.42-443-59891-6,24-01-21 6:09,197.221.64.110,136.103.6.91,63440,6879,UDP,193,Control,FTP,"Iusto consectetur fuga possimus. Aliquid dignissimos culpa in dolore.
Autem quod aperiam aspernatur at. Nam nostrum harum omnis nam quibusdam blanditiis. Cumque occaecati in ratione.",NA,17.61,Alert Triggered,DDoS,Known Pattern B,Ignored,High,Mozilla/5.0 (compatible; MSIE 6.0; Windows 95; Trident/3.1),Segment A,"Satara, Uttar Pradesh",159.19.195.16,Log Data,NA,Server
10.42.0.211-104.193.88.109-38522-80-6,19-07-23 8:22,37.26.26.23,220.253.201.177,26334,39209,UDP,857,Data,HTTP,Fuga a qui cumque iure delectus laboriosam. Eos aspernatur neque modi ratione modi repellat.,NA,1.38,Alert Triggered,Malware,Known Pattern B,Ignored,Low,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_5 rv:5.0; yue-HK) AppleWebKit/531.14.2 (KHTML, like Gecko) Version/5.1 Safari/531.14.2",Segment A,"Purnia, Bihar",NA,NA,NA,Firewall
172.217.10.74-10.42.0.211-443-40475-6,31-10-22 12:39,47.219.113.247,93.230.125.92,47473,8944,TCP,380,Control,DNS,Aliquam dolore atque. Non repellat omnis a sed. Eos aut enim eum.,IoC Detected,0.28,Alert Triggered,Intrusion,Known Pattern A,Logged,Medium,"Mozilla/5.0 (Linux; Android 3.1) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/21.0.886.0 Safari/536.2",Segment A,"Orai, Tripura",NA,NA,Alert Data,Server
10.42.0.211-54.192.38.236-54573-443-6,22-01-22 15:24,196.142.92.116,39.101.195.247,19715,26973,TCP,404,Data,FTP,Esse excepturi commodi ut maiores quas dolorem. Facilis magni dolore voluptates at. Aperiam ex consectetur debitis fugit officiis beatae.,IoC Detected,9.67,Alert Triggered,DDoS,Known Pattern B,Blocked,Medium,Opera/9.68.(Windows NT 5.0; ik-CA) Presto/2.9.187 Version/10.00,Segment A,"New Delhi, Meghalaya",NA,NA,Alert Data,Firewall
172.217.12.130-10.42.0.211-443-47870-6,16-04-23 13:01,44.12.77.5,194.105.214.230,58773,55269,UDP,934,Data,DNS,Consectetur quis odio recusandae eum. Qui illo rem fugiat commodi voluptatibus. Dolor libero doloribus ea exercitationem.,IoC Detected,55.32,Alert Triggered,DDoS,Known Pattern B,Logged,Low,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_9) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/37.0.831.0 Safari/531.0",Segment C,"Orai, Tripura",NA,NA,NA,Server
203.205.158.61-10.42.0.151-80-32773-6,03-05-20 11:23,77.241.106.176,80.217.38.214,42516,63199,TCP,606,Data,HTTP,"Aperiam nostrum ea unde nisi facere temporibus.
Sunt provident nisi nulla iusto. Velit deleniti molestias. Voluptatem expedita dolor sapiente consequuntur.",NA,50.21,Alert Triggered,DDoS,Known Pattern B,Logged,High,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/7051-05-04 23:35:50 Firefox/3.6.15,Segment A,"Vijayanagaram, Manipur",156.52.130.47,NA,NA,Server
10.42.0.151-31.13.69.229-42619-443-6,04-12-22 7:51,42.149.209.77,128.17.160.191,22900,25686,TCP,651,Control,HTTP,"Laborum quis illum quod dolor. Asperiores totam voluptates impedit accusamus.
Ex quo perferendis aliquam quis accusamus odio.",IoC Detected,21.25,Alert Triggered,DDoS,Known Pattern A,Ignored,Low,Mozilla/5.0 (compatible; MSIE 6.0; Windows 95; Trident/4.1),Segment A,"Bahraich, Nagaland",134.233.239.47,NA,Alert Data,Server
